pearson;similarity_type;matching;word_agg;sentence_agg;direction;power;index_weight
0.33705109566908614;spath;one_to_many;max;min;symmetric;power7;
0.33616378366099325;wupalmer;one_to_many;avg;avg;single;power2;
0.33616378366099325;wupalmer;one_to_many;avg;avg;symmetric;power2;
0.3361637836609932;wupalmer;all_to_all;;avg;single;power2;
0.3361637836609932;wupalmer;all_to_all;;avg;single;power2;linear
0.3361637836609932;wupalmer;all_to_all;;avg;single;power2;prime
0.3361637836609932;wupalmer;all_to_all;;avg;single;power2;exponential
0.3361637836609932;wupalmer;all_to_all;;avg;symmetric;power2;
0.3361637836609932;wupalmer;all_to_all;;avg;symmetric;power2;linear
0.3361637836609932;wupalmer;all_to_all;;avg;symmetric;power2;prime
0.3361637836609932;wupalmer;all_to_all;;avg;symmetric;power2;exponential
0.33607920153395743;spath;element_wise;;avg;single;power2;
0.33607920153395743;spath;element_wise;;avg;symmetric;power2;
0.33513052320386033;spath;element_wise;;max;single;power2;linear
0.33513052320386033;spath;element_wise;;avg;single;power2;linear
0.33513052320386033;spath;element_wise;;min;single;power2;linear
0.33513052320386033;spath;element_wise;;max;symmetric;power2;linear
0.33513052320386033;spath;element_wise;;avg;symmetric;power2;linear
0.33513052320386033;spath;element_wise;;min;symmetric;power2;linear
0.33408280228556364;wupalmer;element_wise;;max;single;power7;prime
0.33408280228556364;wupalmer;element_wise;;avg;single;power7;prime
0.33408280228556364;wupalmer;element_wise;;min;single;power7;prime
0.33408280228556364;wupalmer;element_wise;;max;symmetric;power7;prime
0.33408280228556364;wupalmer;element_wise;;avg;symmetric;power7;prime
0.33408280228556364;wupalmer;element_wise;;min;symmetric;power7;prime
0.331395834631497;spath;element_wise;;max;single;power2;prime
0.331395834631497;spath;element_wise;;avg;single;power2;prime
0.331395834631497;spath;element_wise;;min;single;power2;prime
0.331395834631497;spath;element_wise;;max;symmetric;power2;prime
0.331395834631497;spath;element_wise;;avg;symmetric;power2;prime
0.331395834631497;spath;element_wise;;min;symmetric;power2;prime
0.3276949582658323;spath;element_wise;;max;single;power7;exponential
0.3276949582658323;spath;element_wise;;avg;single;power7;exponential
0.3276949582658323;spath;element_wise;;min;single;power7;exponential
0.3276949582658323;spath;element_wise;;max;symmetric;power7;exponential
0.3276949582658323;spath;element_wise;;avg;symmetric;power7;exponential
0.3276949582658323;spath;element_wise;;min;symmetric;power7;exponential
0.3240267694502147;wupalmer;element_wise;;max;single;power7;exponential
0.3240267694502147;wupalmer;element_wise;;avg;single;power7;exponential
0.3240267694502147;wupalmer;element_wise;;min;single;power7;exponential
0.3240267694502147;wupalmer;element_wise;;max;symmetric;power7;exponential
0.3240267694502147;wupalmer;element_wise;;avg;symmetric;power7;exponential
0.3240267694502147;wupalmer;element_wise;;min;symmetric;power7;exponential
0.3216427999383901;spath;element_wise;;max;single;power2;exponential
0.3216427999383901;spath;element_wise;;avg;single;power2;exponential
0.3216427999383901;spath;element_wise;;min;single;power2;exponential
0.3216427999383901;spath;element_wise;;max;symmetric;power2;exponential
0.3216427999383901;spath;element_wise;;avg;symmetric;power2;exponential
0.3216427999383901;spath;element_wise;;min;symmetric;power2;exponential
0.3194384316627178;spath;element_wise;;max;single;power1;linear
0.3194384316627178;spath;element_wise;;avg;single;power1;linear
0.3194384316627178;spath;element_wise;;min;single;power1;linear
0.3194384316627178;spath;element_wise;;max;symmetric;power1;linear
0.3194384316627178;spath;element_wise;;avg;symmetric;power1;linear
0.3194384316627178;spath;element_wise;;min;symmetric;power1;linear
0.3182217999951431;spath;element_wise;;avg;single;power1;
0.3182217999951431;spath;element_wise;;avg;symmetric;power1;
0.31556359475210927;spath;element_wise;;max;single;power1;prime
0.31556359475210927;spath;element_wise;;avg;single;power1;prime
0.31556359475210927;spath;element_wise;;min;single;power1;prime
0.31556359475210927;spath;element_wise;;max;symmetric;power1;prime
0.31556359475210927;spath;element_wise;;avg;symmetric;power1;prime
0.31556359475210927;spath;element_wise;;min;symmetric;power1;prime
0.3075328648316352;spath;element_wise;;max;single;power1;exponential
0.3075328648316352;spath;element_wise;;avg;single;power1;exponential
0.3075328648316352;spath;element_wise;;min;single;power1;exponential
